,PRODUCT,PROD_LVL,SPECIALTY,SUB_SPECIALTY,SP_SOURCE,ds,INDICATION,MARKET_FLAG,LEVEL_0_MARKET_FLAG,BIOSIMILAR_MOLECULE,CLASS,METRIC,COMPETITIVE_RX,TOTAL_RX,ALLOCATED_WITHOUT_FDAP_RX,ALLOCATED_WITH_FDAP_RX
115968,Brand8,1,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,TRX,8.8392,,,
116038,Brand4,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class1,NBRX,2.8163,2.8163,,
116112,Brand24,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class2,NBRX,65.1116,,,
116215,Brand30,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class4,TRX,70.0404,70.0404,,
116227,Brand13,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,TRX,1.0374,,,
116261,Brand10,1,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,TRX,8.9677,8.9677,,
116359,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Other Market,Other Market,Not Available,Class1,TRX,1459.5898,,,
116369,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Other Market,Not Available,Class1,MOTRX,1573.2765,1573.2765,,
116404,Brand33,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,TRX,3.4399,,,
116484,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class3,NBRX,311.2195,,,369.1793643
116494,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Not Available,Not Available,Class1,TRX,592.8894,,,
116752,Brand30,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class4,TRX,196.6311,,,
116775,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class1,MOTRX,21.3119,21.3119,,
116825,Brand15,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,MOTRX,,229.5121,,
116851,Brand8,1,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,465.5015,,
116875,Brand24,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class2,TRX,10.4871,10.4871,,
116908,Brand5,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,MOTRX,,4.6159,,
116974,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,MOTRX,,547.1811,,
117082,Brand3,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class2,TRX,,7.2341,,
117176,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Other Market,Not Available,Not Available,Class1,TRX,34.1036,,,
117220,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class1,NBRX,0.0,0.0,,
117276,Brand5,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,TRX,,4.6159,,
117296,Brand25,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,TRX,2.4242,2.4242,,
117308,Brand13,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,1.4864,1.4864,,
117318,Brand20,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class1,MOTRX,7.8412,7.8412,,
117357,Brand20,2,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class1,TRX,9.8522,9.8522,,
117374,Brand38,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,TRX,,73.2817,,
117451,Brand20,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
117505,Brand20,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class1,TRX,1.6164,,,
117506,Brand14,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Oral Market,Oral Market,Not Available,Class2,MOTRX,149.8948,,,
117687,Brand12,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
117711,Brand15,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class3,NBRX,68.8366,,79.33245941,81.65636246
117804,Brand22,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class4,TRX,1044.1575,1044.1575,,
117823,Brand19,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Other Market,Other Market,Not Available,Class1,MOTRX,41.1311,,,
117855,Brand31,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class4,MOTRX,970.3805,970.3805,,
117878,Brand3,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Oral Market,Oral Market,Not Available,Class2,TRX,0.838,,,
117879,Brand3,1,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Oral Market,Oral Market,Not Available,Class2,MOTRX,0.8978,,,
117914,Brand18,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,94.0692,,
117916,Brand24,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class2,TRX,,9.4599,,
117936,Brand31,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class4,TRX,39.4713,39.4713,,
118054,Brand18,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,8.9805,8.9805,,
118121,Brand23,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,25.5174,,
118147,Brand24,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Oral Market,Oral Market,Not Available,Class2,NBRX,0.0,0.0,,
118338,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Not Available,Not Available,Class1,TRX,166.8612,166.8612,,
118500,Brand21,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,9.7219,,,
118640,Brand22,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class4,TRX,2839.3706,2839.3706,,
118751,Brand31,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class4,MOTRX,4004.8247,4004.8247,,
118807,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
118917,Brand22,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class4,MOTRX,1927.9351,,,
118931,Brand6,1,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class3,NBRX,177.7499,177.7499,,204.6351336
118969,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,MOTRX,,163.5139,,
119098,Brand37,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class3,NBRX,4.8897,4.8897,,
119103,Brand35,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class4,NBRX,4.104,4.104,,
119158,Brand4,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class1,MOTRX,12.8126,12.8126,,
119195,Brand4,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class1,TRX,12.8126,12.8126,,
119233,Brand30,1,NP,OTHERS,PHARMACY,2024-02-02,Indication2,Other Market,Other Market,Not Available,Class4,TRX,609.9639,,,
119240,Brand15,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,42.5214,,
119370,Brand10,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,1.9386,,
119415,Brand5,2,NP,OTHERS,PHARMACY,2024-02-02,Indication1,Not Available,Not Available,Not Available,Class3,TRX,6.5801,,,
119498,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,NBRX,,35.1559,,
119503,Brand29,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class4,TRX,85.7759,85.7759,,
119597,Brand14,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,NBRX,,14.5677,,
119977,Brand29,1,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,1914.3901,,
119994,Brand5,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class3,MOTRX,53.4943,53.4943,,
120012,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Not Available,Not Available,Class1,TRX,41.7102,41.7102,,
120040,Brand22,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class4,TRX,224.5489,224.5489,,
120056,Brand33,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,16.608,,
120080,Brand15,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,TRX,,157.1018,,
120081,Brand15,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,23.3292,,
120164,Brand31,2,OTHERS,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,MOTRX,,4840.9875,,
120182,Brand20,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class1,TRX,14.6941,14.6941,,
120232,Brand19,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class1,TRX,2.3303,2.3303,,
120238,Brand20,2,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class1,NBRX,1.035,1.035,,
120284,Brand25,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,MOTRX,2.4242,2.4242,,
120359,Brand3,2,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class2,NBRX,,3.0086,,
120380,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,TRX,18.0016,18.0016,,
120426,Brand14,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,118.8499,,
120515,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class1,NBRX,5.9481,5.9481,,
120516,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class1,MOTRX,254.1918,254.1918,,
120548,Brand12,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,IV Market,Not Available,Not Available,Class1,MOTRX,7.4696,7.4696,,
120553,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Not Available,Not Available,Not Available,Class1,MOTRX,1.5739,1.5739,,
120587,Brand5,2,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Not Available,Not Available,Not Available,Class3,MOTRX,1.4005,1.4005,,
120606,Brand24,1,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class2,NBRX,,0.0,,
120683,Brand9,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,IV Market,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
120796,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Other Market,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
120914,Brand36,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Oral Market,Oral Market,Not Available,Class2,MOTRX,1.4433,1.4433,,
121000,Brand31,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class4,TRX,366.2421,366.2421,,
121043,Brand27,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,1.4304,,
121079,Brand14,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,12.2486,,
121124,Brand2,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,4318.9307,,
121127,Brand22,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,46.0187,,
121129,Brand3,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,MOTRX,,33.4877,,
121180,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,TRX,3553.1814,3553.1814,,
121248,Brand5,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class3,NBRX,277.895,277.895,,
121339,Brand8,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
121477,Brand30,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class4,NBRX,797.2741,797.2741,,
121549,Brand6,1,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Not Available,Not Available,Not Available,Class3,NBRX,2.1713,2.1713,,2.49971598
121564,Brand15,2,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Other Market,Other Market,Not Available,Class3,TRX,1.5676,1.5676,1.778706173,1.840105172
121565,Brand33,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,MOTRX,2.5243,2.5243,,
121576,Brand6,1,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class3,MOTRX,3.1337,3.1337,,3.677573925
121898,Brand11,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,2.9685,,
121968,Brand38,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class3,NBRX,67.2439,67.2439,,
122064,Brand31,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class4,NBRX,1.4237,1.4237,,
122213,Brand20,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,MOTRX,39.3758,39.3758,,
122300,Brand10,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.4081,,
122508,Brand15,2,NP,OTHERS,PHARMACY,2024-02-02,Indication8,Other Market,Other Market,Not Available,Class3,TRX,15.0081,15.0081,17.02921671,17.61704671
122518,Brand9,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,IV Market,Not Available,Not Available,Class1,TRX,2.1378,2.1378,,
122617,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class1,NBRX,,11.7773,,
122829,Brand11,2,PED,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,TRX,129.9631,129.9631,,
122838,Brand11,1,OTHERS,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
122880,Brand22,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,15.1521,,
122882,Brand8,1,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,7.541,,
123012,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,43.2377,43.2377,,
123061,Brand22,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Other Market,Other Market,Not Available,Class4,NBRX,19.1952,19.1952,,
123071,Brand30,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class4,NBRX,118.5091,118.5091,,
123221,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,1017.2489,,
123223,Brand17,2,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication6,IV Market,Not Available,Not Available,Class1,MOTRX,17.6783,17.6783,,
123294,Brand35,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class4,NBRX,8.7039,8.7039,,
123319,Brand5,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class3,MOTRX,5924.716,5924.716,,
123382,Brand8,1,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,3.6888,,
123401,Brand7,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,54.3632,,
123437,Brand16,2,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,99.361,,
123441,Brand30,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,1.4459,,
123519,Brand41,1,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class5,MOTRX,,5.1601,,
123541,Brand27,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,0.3576,,
123642,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,TRX,675.3114,675.3114,,
123687,Brand6,1,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,23.3292,,
123706,Brand41,1,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class5,MOTRX,,4086.4504,,
123745,Brand40,2,OTHERS,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class5,TRX,,552.6161,,
123761,Brand31,2,NP,OTHERS,PHARMACY,2024-02-02,Indication9,Not Available,Not Available,Not Available,Class4,TRX,,1.8464,,
123798,Brand6,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class3,TRX,3.8006,3.8006,,4.195211732
123919,Brand13,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,2.3156,,
123928,Brand35,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class4,TRX,36.7766,36.7766,,
123995,Brand30,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class4,MOTRX,,18.3215,,
124113,Brand15,2,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Other Market,Other Market,Not Available,Class3,NBRX,2.1713,2.1713,2.261903413,2.499716022
124141,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Other Market,Not Available,Class1,TRX,202.577,202.577,,
124171,Brand2,1,PED,OTHERS,PHARMACY,2024-02-02,Indication7,Other Market,Not Available,Not Available,Class1,NBRX,2.2712,2.2712,,
124218,Brand23,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,30.3292,,
124237,Brand8,1,NP,OTHERS,MEDICAL BENEFIT,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class1,MOTRX,17.6783,17.6783,,
124495,Brand22,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,157.5336,,
124572,Brand30,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,39.9106,,
124628,Brand4,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Other Market,Other Market,Not Available,Class1,MOTRX,302.2005,302.2005,,
124682,Brand24,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class2,NBRX,0.0,0.0,,
124704,Brand13,2,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Not Available,Not Available,Not Available,Class1,NBRX,1.854,1.854,,
124733,Brand5,2,NP,OTHERS,PHARMACY,2024-02-02,Indication6,Not Available,Not Available,Not Available,Class3,NBRX,0.0,0.0,,
124839,Brand14,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,MOTRX,,374.7644,,
124851,Brand34,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class1,MOTRX,1.3627,1.3627,,
124881,Brand24,1,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Oral Market,Oral Market,Not Available,Class2,MOTRX,1.6207,1.6207,,
125282,Brand39,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,36.3453,,
125293,Brand13,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,36.9973,,
125349,Brand24,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,MOTRX,,237.2366,,
125468,Brand36,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,NBRX,,3.6942,,
125471,Brand4,2,NP,OTHERS,PHARMACY,2024-02-02,Indication10,Not Available,Not Available,Not Available,Class1,MOTRX,18.1258,18.1258,,
125560,Brand15,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class3,TRX,,329.4109,,
125576,Brand25,2,PED,OTHERS,PHARMACY,2024-02-02,Indication5,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
125786,Brand13,2,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,18.0968,,
125823,Brand12,2,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,73.3416,,
125869,Brand22,2,PED,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,MOTRX,,298.8936,,
125978,Brand4,1,NP,OTHERS,PHARMACY,2024-02-02,Indication4,Other Market,Other Market,Not Available,Class1,NBRX,12.0196,12.0196,,
125987,Brand3,1,NP,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class2,NBRX,,29.4914,,
126065,Brand22,1,OTHERS,OTHERS,PHARMACY,2024-02-02,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,4.9331,,
